node_id,node_type,original_id,label
recipe_38216,recipe,15948,Udupi Tomato Rasam Recipe
ingredient_38217,ingredient,cut into cubes tamarind water jaggery 2 sprig coriander dhania leaves,cut into cubes tamarind water jaggery 2 sprig coriander dhania leaves
ingredient_38218,ingredient,finely chopped udupi rasam powder methi seeds fenugreek seeds mustard seeds rai kadugu cumin seeds jeera coriander dhania seeds fresh coconut,finely chopped udupi rasam powder methi seeds fenugreek seeds mustard seeds rai kadugu cumin seeds jeera coriander dhania seeds fresh coconut
ingredient_38219,ingredient,grated 4 dry red chillies asafoetida hing 1 sprig curry leaves for seasoning ghee mustard seeds rai kadugu 1 dry red chilli 1 sprig curry leaves,grated 4 dry red chillies asafoetida hing 1 sprig curry leaves for seasoning ghee mustard seeds rai kadugu 1 dry red chilli 1 sprig curry leaves
recipe_38220,recipe,15949,Konkani Style Vaingana Kaap Recipe - Shallow Fried Eggplant With Semolina
ingredient_38221,ingredient,cut into thick slices red chilli powder turmeric powder haldi tamarind paste sooji semolina rava salt,cut into thick slices red chilli powder turmeric powder haldi tamarind paste sooji semolina rava salt
ingredient_38222,ingredient,for shallow frying,for shallow frying
recipe_38223,recipe,15950,Besan Cheela Recipe Stuffed With Chatapa Paneer
ingredient_38224,ingredient,gram flour besan 2 onions,gram flour besan 2 onions
ingredient_38225,ingredient,finely chopped 6 sprig coriander dhania leaves,finely chopped 6 sprig coriander dhania leaves
ingredient_38226,ingredient,to taste cumin powder jeera oil,to taste cumin powder jeera oil
ingredient_38227,ingredient,for cooking for stuffing paneer homemade cottage cheese,for cooking for stuffing paneer homemade cottage cheese
ingredient_38228,ingredient,crumbled 2 green chillies,crumbled 2 green chillies
ingredient_38229,ingredient,finely chopped chaat masala powder 6 sprig coriander dhania leaves,finely chopped chaat masala powder 6 sprig coriander dhania leaves
recipe_38230,recipe,15951,Bihari Karela Aloo Sabzi Recipe
ingredient_38231,ingredient,deseeded and cut into thin strips mustard oil cumin seeds jeera 4 cloves garlic,deseeded and cut into thin strips mustard oil cumin seeds jeera 4 cloves garlic
ingredient_38232,ingredient,thinly sliced 3 potatoes aloo,thinly sliced 3 potatoes aloo
ingredient_38233,ingredient,thickly sliced turmeric powder haldi garam masala powder coriander dhania powder amchur dry mango powder red chilli powder salt,thickly sliced turmeric powder haldi garam masala powder coriander dhania powder amchur dry mango powder red chilli powder salt
recipe_38234,recipe,15952,Southekayi Palya Recipe - Mangalore Cucumber Palya/ Sabzi Recipe
ingredient_38235,ingredient,chopped into small size with skin mustard seeds rai kadugu white urad dal split 1 onion,chopped into small size with skin mustard seeds rai kadugu white urad dal split 1 onion
ingredient_38236,ingredient,to taste to grind fresh coconut 2 dry red chillies cumin seeds jeera,to taste to grind fresh coconut 2 dry red chillies cumin seeds jeera
recipe_38237,recipe,15953,Urulai Kizhangu Roast Recipe - Spicy Potato Roast Recipe
ingredient_38238,ingredient,boiled and diced asafoetida hing mustard seeds rai kadugu cumin seeds jeera turmeric powder haldi red chilli powder 1 sprig curry leaves sesame gingelly oil salt,boiled and diced asafoetida hing mustard seeds rai kadugu cumin seeds jeera turmeric powder haldi red chilli powder 1 sprig curry leaves sesame gingelly oil salt
recipe_38239,recipe,15954,Sakkaravalli Kizhangu Poriyal Recipe - Spicy Sweet Potato Roast
ingredient_38240,ingredient,3 sweet potatoes asafoetida hing mustard seeds rai kadugu white urad dal split turmeric powder haldi red chilli powder 1 sprig curry leaves sesame gingelly oil salt,3 sweet potatoes asafoetida hing mustard seeds rai kadugu white urad dal split turmeric powder haldi red chilli powder 1 sprig curry leaves sesame gingelly oil salt
recipe_38241,recipe,15955,Soya Chunks And Beetroot Biryani Recipe
ingredient_38242,ingredient,soaked in enough water for 20 minutes 1 beetroot,soaked in enough water for 20 minutes 1 beetroot
ingredient_38243,ingredient,finely chopped 15 20 soy chunks nuggets,finely chopped 15 20 soy chunks nuggets
ingredient_38244,ingredient,soaked in warm water for 20 minutes 1 onion,soaked in warm water for 20 minutes 1 onion
ingredient_38245,ingredient,chopped ginger garlic paste mint leaves pudina coriander dhania leaves,chopped ginger garlic paste mint leaves pudina coriander dhania leaves
ingredient_38246,ingredient,finely chopped turmeric powder haldi red chilli powder coriander powder dhania salt,finely chopped turmeric powder haldi red chilli powder coriander powder dhania salt
ingredient_38247,ingredient,to taste lemon juice coconut milk oil 4 cloves cloves laung 1 4 cinnamon stick dalchini 1 bay leaf tej patta ajwain carom seeds,to taste lemon juice coconut milk oil 4 cloves cloves laung 1 4 cinnamon stick dalchini 1 bay leaf tej patta ajwain carom seeds
recipe_38248,recipe,15956,Bengali Dhokar Dalna Recipe
ingredient_38249,ingredient,for dhoka chana dal bengal gram dal 1 inch ginger,for dhoka chana dal bengal gram dal 1 inch ginger
ingredient_38250,ingredient,grated cumin seeds jeera cumin powder jeera salt,grated cumin seeds jeera cumin powder jeera salt
ingredient_38251,ingredient,to taste 2 green chillies asafoetida hing oil for the gravy 2 potatoes aloo,to taste 2 green chillies asafoetida hing oil for the gravy 2 potatoes aloo
ingredient_38252,ingredient,diced 2 bay leaves tej patta cumin seeds jeera 1 inch ginger,diced 2 bay leaves tej patta cumin seeds jeera 1 inch ginger
ingredient_38253,ingredient,chopped 2 green chillies cumin powder jeera coriander powder dhania turmeric powder haldi red chilli powder salt,chopped 2 green chillies cumin powder jeera coriander powder dhania turmeric powder haldi red chilli powder salt
ingredient_38254,ingredient,optional garam masala powder mustard oil,optional garam masala powder mustard oil
recipe_38255,recipe,15957,चीज़ी आलू पराठा - Cheesy Aloo Paratha (Recipe In Hindi)
ingredient_38256,ingredient,1 4 1 2 1 2 1 2 1 2 1 4,1 4 1 2 1 2 1 2 1 2 1 4
recipe_38257,recipe,15958,Reshmi Kofta Recipe in Rich Cashew Gravy
ingredient_38258,ingredient,for reshmi kofta balls paneer homemade cottage cheese,for reshmi kofta balls paneer homemade cottage cheese
ingredient_38259,ingredient,grated cheese,grated cheese
ingredient_38260,ingredient,grated 3 potatoes aloo,grated 3 potatoes aloo
ingredient_38261,ingredient,boiled and mashed gram flour besan salt,boiled and mashed gram flour besan salt
ingredient_38262,ingredient,to taste for kofta curry 2 onions,to taste for kofta curry 2 onions
ingredient_38263,ingredient,roughy chopped 3 cloves garlic 1 inch ginger 1 homemade tomato puree cashew nuts,roughy chopped 3 cloves garlic 1 inch ginger 1 homemade tomato puree cashew nuts
ingredient_38264,ingredient,ground to smooth paste with water fresh cream kashmiri red chilli powder turmeric powder haldi coriander powder dhania garam masala powder kasuri methi dried fenugreek leaves coriander dhania leaves,ground to smooth paste with water fresh cream kashmiri red chilli powder turmeric powder haldi coriander powder dhania garam masala powder kasuri methi dried fenugreek leaves coriander dhania leaves
recipe_38265,recipe,15959,Meat Masala Stuffed Bharwa Baingan Recipe
ingredient_38266,ingredient,brinjal baingan eggplant meat masala salt,brinjal baingan eggplant meat masala salt
ingredient_38267,ingredient,chopped ginger garlic paste,chopped ginger garlic paste
ingredient_38268,ingredient,optional mustard oil cumin seeds jeera asafoetida hing,optional mustard oil cumin seeds jeera asafoetida hing
recipe_38269,recipe,15960,Ari Pathiri Recipe | Malabar Rice Flatbread Recipe
ingredient_38270,ingredient,roasted or pathiri podi 1 water salt,roasted or pathiri podi 1 water salt
recipe_38271,recipe,15961,Golpapdi Recipe | Gur Papdi | Sukhdi recipe | Gujarati Gol Papdi
ingredient_38272,ingredient,whole wheat flour ghee jaggery,whole wheat flour ghee jaggery
ingredient_38273,ingredient,powdered grated cardamom powder elaichi,powdered grated cardamom powder elaichi
ingredient_38274,ingredient,freshly ground dry ginger powder for topping dessicated coconut whole almonds badam,freshly ground dry ginger powder for topping dessicated coconut whole almonds badam
ingredient_38275,ingredient,fine sliced,fine sliced
recipe_38276,recipe,15962,Tisrayanche Suke Recipe (Goan Clams Dry)
ingredient_38277,ingredient,clams fresh coconut,clams fresh coconut
ingredient_38278,ingredient,grated or dry coconut 1 onion,grated or dry coconut 1 onion
ingredient_38279,ingredient,slit into halves 4 kokum malabar tamarind red chilli powder turmeric powder haldi salt,slit into halves 4 kokum malabar tamarind red chilli powder turmeric powder haldi salt
recipe_38280,recipe,15963,Bengali Style Dhokar Dalna Recipe (Spiced Lentil Cakes in Tomato Gravy Recipe)
ingredient_38281,ingredient,for making dhoka or lentil cake chana dal bengal gram dal white urad dal whole 1 2 inch ginger,for making dhoka or lentil cake chana dal bengal gram dal white urad dal whole 1 2 inch ginger
ingredient_38282,ingredient,chopped cumin seeds jeera,chopped cumin seeds jeera
ingredient_38283,ingredient,to taste sugar for the curry 1 tomato,to taste sugar for the curry 1 tomato
ingredient_38284,ingredient,blanched and pureed 1 potato aloo,blanched and pureed 1 potato aloo
ingredient_38285,ingredient,cubed 1 inch ginger,cubed 1 inch ginger
ingredient_38286,ingredient,finely chopped turmeric powder haldi red chilli powder cumin powder jeera coriander powder dhania for seasoning 1 bay leaf tej patta 2 cardamom elaichi pods seeds 1 inch cinnamon stick dalchini cumin seeds jeera ghee,finely chopped turmeric powder haldi red chilli powder cumin powder jeera coriander powder dhania for seasoning 1 bay leaf tej patta 2 cardamom elaichi pods seeds 1 inch cinnamon stick dalchini cumin seeds jeera ghee
recipe_38287,recipe,15964,Mooli Paratha Recipe - Indian Flat Bread with Radish
ingredient_38288,ingredient,whole wheat flour 3 mooli mullangi radish,whole wheat flour 3 mooli mullangi radish
ingredient_38289,ingredient,grated approximately 2 green chillies,grated approximately 2 green chillies
ingredient_38290,ingredient,finely chopped cumin powder jeera turmeric powder haldi 2 sprig coriander dhania leaves salt,finely chopped cumin powder jeera turmeric powder haldi 2 sprig coriander dhania leaves salt
ingredient_38291,ingredient,oil for cooking,oil for cooking
recipe_38292,recipe,15965,Mughlai Style Chicken Changezi Recipe
ingredient_38293,ingredient,for chicken marination curd dahi yogurt ginger garlic paste coriander powder dhania cumin powder jeera salt,for chicken marination curd dahi yogurt ginger garlic paste coriander powder dhania cumin powder jeera salt
ingredient_38294,ingredient,to taste turmeric powder haldi kasuri methi dried fenugreek leaves 1 kashmiri red chilli powder oil chicken,to taste turmeric powder haldi kasuri methi dried fenugreek leaves 1 kashmiri red chilli powder oil chicken
ingredient_38295,ingredient,cleaned for the masala gravy oil ginger,cleaned for the masala gravy oil ginger
ingredient_38296,ingredient,finely chopped homemade tomato puree 2 onions,finely chopped homemade tomato puree 2 onions
ingredient_38297,ingredient,roasted till soft and ground to paste salt,roasted till soft and ground to paste salt
ingredient_38298,ingredient,red chili powder to taste fresh cream,red chili powder to taste fresh cream
recipe_38299,recipe,15966,Homemade Mysore Pak Recipe | Traditional Recipe Made With Ghee
ingredient_38300,ingredient,gram flour besan 1 ghee 1 sugar water,gram flour besan 1 ghee 1 sugar water
recipe_38301,recipe,15967,Mutton Varattiyathu Recipe - Malabar Mutton Roast
ingredient_38302,ingredient,pounded garlic,pounded garlic
ingredient_38303,ingredient,pounded red chilli powder turmeric powder haldi 1 sprig curry leaves salt,pounded red chilli powder turmeric powder haldi 1 sprig curry leaves salt
ingredient_38304,ingredient,salt for the masala 1 onion,salt for the masala 1 onion
ingredient_38305,ingredient,sliced 3 dry red chillies 1 sprig curry leaves cumin powder jeera methi seeds fenugreek seeds black pepper powder garam masala powder coconut oil salt,sliced 3 dry red chillies 1 sprig curry leaves cumin powder jeera methi seeds fenugreek seeds black pepper powder garam masala powder coconut oil salt
recipe_38306,recipe,15968,Udupi Red Parboiled Rice Shavige Recipe
ingredient_38307,ingredient,boiled dosa rice fresh coconut,boiled dosa rice fresh coconut
recipe_38308,recipe,15969,Pudina Shavige Recipe - Pudina Semiya Upma Recipe
ingredient_38309,ingredient,rice vermicelli or foxtail millet vermicelli will also do raw peanuts moongphali mustard seeds rai kadugu white urad dal split 1 sprig curry leaves salt,rice vermicelli or foxtail millet vermicelli will also do raw peanuts moongphali mustard seeds rai kadugu white urad dal split 1 sprig curry leaves salt
ingredient_38310,ingredient,for flavour for pudina masala 1 onion,for flavour for pudina masala 1 onion
ingredient_38311,ingredient,chopped 2 cloves garlic 1 inch ginger,chopped 2 cloves garlic 1 inch ginger
ingredient_38312,ingredient,slit cumin seeds jeera mint leaves pudina coriander dhania leaves salt,slit cumin seeds jeera mint leaves pudina coriander dhania leaves salt
recipe_38313,recipe,15970,Sorakaya Masala Curry Recipe - Andhra Style Sorakaya Curry
ingredient_38314,ingredient,cut into 1 2 inch cubes oil mustard seeds rai kadugu sesame seeds til seeds white urad dal split 1 sprig curry leaves 1 dry red chilli sambar powder salt,cut into 1 2 inch cubes oil mustard seeds rai kadugu sesame seeds til seeds white urad dal split 1 sprig curry leaves 1 dry red chilli sambar powder salt
recipe_38315,recipe,15971,Bengali Style Mangsher Jhol Recipe-Mutton Curry
ingredient_38316,ingredient,mutton 3 potato aloo,mutton 3 potato aloo
